G5oh_A01_n4	G6oh_A02_n3	G6oh_A03_n6	G6oh_A03_n7	G6oh_A03_n3	G7oh_A03_n4	G8oh_A01_n2	G8oh_A01_n3	G8oh_A03_n3
40.7814	90.1615	48.0923	39.0709	46.72401	46.7354	237.256	61.132	38.5662
40.9255	90.5027	48.1789	39.1996	46.87553	46.8561	237.367	61.361	38.6182
41.09	90.773	48.5287	39.3006	46.99841	46.9254	237.446	61.5768	38.7912
41.2158	91.0114	48.6946	39.4349	47.18177	47.0249	238.732	61.7469	38.8703
41.3278	91.3209	49	39.6282	47.33169	47.1507	238.891	62.0329	39.3035
41.5469	91.5567	49.118	39.7258	47.47601	47.261	239.186	62.2014	39.4216
41.6651	91.8263	49.2252	39.8519	47.63057	47.3213	240.408	62.4279	39.6284
41.7522	92.1379	49.3313	40.0776	47.79457	47.5077	240.575	62.7494	39.6686
41.887	92.4883	49.589	40.156	47.96489	47.567	240.757	63.0289	39.7532
42.0476	92.777	49.7018	40.2808	48.10497	47.7143	240.925	63.2306	39.8627
42.1313	93.0729	49.8088	40.446	48.26897	47.7957	241.95	63.4217	39.8932
42.3423	93.4182	49.9147	40.5846	48.45505	47.9127	243.289	63.5736	40.3298
42.4335	93.7445	50.1075	40.7059	48.59577	48.0371	243.689	63.9023	40.4185
42.6146	94.0206	50.2342	40.8187	48.81577	48.149	243.808	64.1656	40.4806
42.7459	94.4059	50.4874	40.9906	48.91785	48.2578	244.086	64.3571	40.9215
42.8687	94.6871	50.5696	41.077	49.07057	48.3674	245.316	64.5707	41.0427
43.0254	94.9941	50.8223	41.1684	49.22153	48.4723	245.738	64.7517	41.083
43.1518	95.283	50.9022	41.3359	49.34577	48.583	246.71	64.9661	41.2362
43.2894	95.6101	51.1582	41.4254	49.48449	48.664	247.011	65.1991	41.2594
43.4012	95.9011	51.2628	41.627	49.71577	48.7967	247.149	65.4387	41.9003
43.6149	96.1796	51.483	41.7384	49.83153	49.1398	248.48	65.617	42.026
43.6975	96.5386	51.5988	41.8835	49.95265	49.1809	248.636	65.8656	42.0731
43.819	96.7591	51.863	41.9775	50.12841	49.2412	250.287	66.0598	42.3165
43.9702	97.0643	52.0406	42.0718	50.27393	49.6018	250.584	66.292	42.4575
44.0633	97.4032	52.1258	42.2266	50.50977	49.7136	251.393	66.4915	42.4869
44.2006	97.6798	52.3969	42.3452	50.62065	49.8196	252.232	66.7047	42.6813
44.3932	97.9985	52.5146	42.4846	50.77161	49.922	253.183	66.822	42.8158
44.5431	98.2751	52.737	42.6285	50.89617	50.003	253.654	67.1803	43.0605
44.6581	98.5416	52.8129	42.7533	51.00545	50.0802	253.944	67.4237	43.1375
44.7638	98.8442	52.9116	42.8316	51.19209	50.151	254.02	67.6558	43.1691
44.917	99.1144	53.1086	42.9467	51.37385	50.3025	254.06	67.8638	43.4492
45.0372	99.4151	53.2758	43.0787	51.56409	50.3866	254.102	68.0577	43.4686
45.1502	99.7256	53.3606	43.1802	51.68689	50.5042	255.409	68.2783	43.6327
45.2565	100.03	53.5322	43.3228	51.84225	50.6594	255.466	68.4517	43.6753
45.3757	100.336	53.6322	43.515	52.02425	50.7571	255.558	68.6368	43.7274
45.4685	100.648	53.8798	43.8144	52.19761	50.9926	255.609	68.836	43.9945
45.6711	100.927	53.9708	43.9874	52.34161	51.045	255.719	69.0637	44.0202
45.7898	101.185	54.2184	44.0596	52.57393	51.1838	256.56	69.2699	44.2086
45.9016	101.597	54.3394	44.1482	52.72641	51.268	257.511	69.4919	44.3444
45.9575	101.874	54.4854	44.249	52.85105	51.4378	258.007	69.7022	45.052
46.0966	102.162	54.5887	44.4188	53.02881	51.5576	258.143	70.2281	45.107
46.2246	102.444	54.6766	44.5051	53.14209	51.6481	258.3	70.45	45.1814
46.3077	102.777	54.897	44.6619	53.32585	51.71	258.353	70.6569	45.431
46.4653	103.038	55.0214	44.7635	53.53977	51.9707	258.402	70.8062	45.4658
46.6356	103.356	55.2989	44.8758	53.68137	52.0831	260.76	71.0774	45.7979
46.7127	103.642	55.4617	45.0262	53.84465	52.2187	260.824	71.5331	45.8462
46.9198	103.972	55.5869	45.1498	53.99545	52.3559	260.915	71.7175	46.0647
47.1136	104.26	55.8415	45.2976	54.16177	52.4987	260.995	71.9387	46.1147
47.2318	104.487	55.935	45.3762	54.32321	52.6142	262.386	72.1495	46.2615
47.3332	104.818	56.0469	45.4663	54.43737	52.729	262.581	72.3953	46.3401
47.4764	105.229	56.2703	45.6015	54.55521	52.8313	262.723	72.591	46.4744
47.6114	105.568	56.4215	45.6869	54.73041	52.9158	264.668	72.7572	46.6018
47.7006	105.899	56.4875	45.8955	54.88753	53.045	264.778	72.9877	46.7965
47.8774	106.083	56.6523	45.999	55.03161	53.1714	265.595	73.1734	46.8231
47.9695	106.432	56.7505	46.1149	55.23385	53.2426	265.759	73.3407	46.9364
48.1056	106.748	57.0216	46.1926	55.34513	53.411	265.785	73.5614	47.4326
48.2465	107.028	57.1467	46.3088	55.51513	53.5213	266.865	73.7625	47.6066
48.3926	107.426	57.2614	46.4094	55.64049	53.621	267.011	73.9175	47.6599
48.5014	107.695	57.349	46.5258	55.80313	53.7198	267.108	74.1367	47.7802
48.6812	108.036	57.6177	46.6018	55.96753	53.8152	268.587	74.3127	47.7959
48.7646	108.331	57.7023	46.7298	56.10561	53.9479	268.711	74.5573	47.8919
48.9281	108.569	57.8645	46.8061	56.24513	54.0694	268.865	74.7529	47.9277
49.0286	108.864	57.9774	46.973	56.40209	54.1588	270.247	74.9639	47.9633
49.1286	109.136	58.1587	47.0533	56.54305	54.2911	270.35	75.2089	48.4632
49.3136	109.436	58.2966	47.1484	56.69177	54.4233	270.741	75.4259	48.7754
49.4491	109.737	58.4762	47.3017	56.82041	54.4877	272.179	75.6441	48.9112
49.6382	110.012	58.5562	47.4392	56.93809	54.6294	272.238	75.9762	48.9426
49.8166	110.247	58.6802	47.543	57.07937	54.7016	273.317	76.1554	49.1441
49.9559	110.602	58.8106	47.6534	57.26417	54.8854	273.416	76.4493	49.3376
50.0661	110.834	58.8759	47.7729	57.34497	54.9679	274.936	76.6688	49.436
50.1983	111.083	59.0109	47.918	57.47145	55.0937	275.109	76.997	49.4546
50.3194	111.28	59.1992	48.0279	57.66737	55.1742	275.201	77.2221	49.669
50.4428	111.644	59.3311	48.1275	57.81481	55.3462	276.181	77.3858	49.7078
50.5877	112.016	59.4897	48.2657	57.94977	55.4552	276.244	77.5434	49.7669
50.6785	112.304	59.5727	48.3992	58.07473	55.549	277.661	77.7661	49.9039
50.7926	112.604	59.6861	48.505	58.22969	55.6006	278.116	77.9053	50.0353
50.988	112.838	59.8014	48.6082	58.39889	55.7502	278.27	78.135	50.1011
51.063	113.057	59.9362	48.7256	58.52505	56.0023	279.188	78.3475	50.1306
51.2196	113.389	60.1346	48.8654	58.67993	56.0558	279.395	78.5734	50.2062
51.3142	113.674	60.2042	48.9907	58.81665	56.1578	280.476	78.7326	50.2257
51.481	113.99	60.3586	49.1115	58.94657	56.4308	280.647	78.9329	50.401
51.5875	114.311	60.4988	49.2277	59.05137	56.5232	280.765	79.1343	50.5187
51.7	114.616	60.6734	49.356	59.23721	56.5838	280.958	79.2847	50.7134
51.8177	114.948	60.8246	49.4555	59.38689	56.7169	281.068	79.5148	50.7501
51.9071	115.194	60.9466	49.6407	59.50593	56.8467	283.054	79.749	50.7801
52.0854	115.532	61.0666	49.7168	59.71849	56.9553	283.338	79.8783	50.8482
52.2342	115.81	61.1697	49.873	59.89417	57.0854	284.22	80.1274	50.987
52.32	116.121	61.375	49.9525	60.04969	57.1854	284.478	80.3585	51.1194
52.5115	116.381	61.4746	50.0867	60.15585	57.269	284.596	80.6924	51.1474
52.6609	116.636	61.573	50.1765	60.37801	57.4294	285.164	80.9186	51.1846
52.7682	116.963	61.7436	50.2883	60.51113	57.5087	286.241	81.0339	51.2658
52.9589	117.348	61.8545	50.3922	60.67529	57.6466	286.691	81.1665	51.3074
53.0725	117.584	61.9445	50.5105	60.79785	57.7526	286.988	81.4806	51.6168
53.1988	117.828	62.0422	50.6569	60.91081	57.8831	288.036	81.758	51.8522
53.3702	118.107	62.233	50.7879	61.16521	57.9912	288.429	81.939	52.0264
53.5041	118.382	62.3306	50.945	61.28529	58.1286	289.372	82.1798	52.3488
53.6196	118.678	62.4244	51.0385	61.40849	58.225	290.455	82.3608	52.4182
53.704	118.988	62.6046	51.1371	61.59161	58.3763	290.539	82.4969	52.4834
53.8148	119.341	62.8026	51.2639	61.71113	58.4687	290.618	82.7336	52.5046
54.004	119.628	62.9671	51.4078	61.86281	58.58	290.72	83.0112	52.9015
54.1478	119.953	63.0424	51.4909	62.01393	58.6845	292.256	83.1859	52.9767
54.221	120.064	63.2173	51.5747	62.16377	58.7636	292.876	83.372	53.0083
54.3786	120.315	63.4742	51.7073	62.33225	58.901	293.058	83.5727	53.4136
54.467	120.597	63.6572	51.8254	62.47889	59.0067	293.86	83.7965	53.4636
54.5931	120.902	63.7507	51.9233	62.57649	59.0856	294.007	84.0269	53.6007
54.7033	121.121	63.8992	52.0361	62.77937	59.2071	295.14	84.1973	53.6786
54.8272	121.45	64.0083	52.2503	62.91745	59.2785	296.028	84.4522	53.7013
54.9117	121.785	64.1965	52.3198	63.08129	59.3995	296.257	84.6787	53.8013
55.0206	122.034	64.3609	52.4218	63.25169	59.4858	297.121	84.8275	53.8498
55.1563	122.331	64.4677	52.5374	63.34505	59.7976	297.281	85.0412	53.9048
55.2665	122.648	64.7447	52.6718	63.52385	59.9516	299.402	85.2351	53.9408
55.4753	123.001	64.8473	52.7442	63.68737	60.012	300.118	85.5283	54.187
55.6289	123.24	64.9953	52.8538	63.89457	60.1442	300.763	85.7427	54.2146
55.757	123.498	65.0988	53.0233	64.01025	60.2353	301.134	85.9511	54.239
55.9574	123.765	65.4357	53.122	64.20153	60.318	301.262	86.1758	54.4152
56.0717	124.106	65.5423	53.2206	64.34425	60.4431	302.747	86.3922	54.444
56.1599	124.476	65.7389	53.3875	64.49609	60.5885	303.131	86.5388	54.6921
56.3686	124.713	65.8619	53.5434	64.64585	60.6684	304.009	86.7568	54.8121
56.5583	124.911	66.1944	53.6697	64.85553	60.7755	304.823	86.9921	54.8438
56.6084	125.22	66.3058	53.8145	64.96905	60.8641	304.904	87.0979	54.8806
56.7538	125.447	66.4297	53.892	65.11793	60.9725	305.842	87.3208	54.9858
56.8707	125.81	66.5369	54.0618	65.20833	61.1498	307.418	87.5031	55.0467
57.0044	126.069	66.7017	54.1515	65.34601	61.2268	308.653	87.6603	55.1558
57.1618	126.327	66.9898	54.2572	65.49145	61.3213	309.054	87.9047	55.1928
57.2922	126.659	67.1057	54.4176	65.70065	61.4372	310.045	88.1326	55.2352
57.4562	126.878	67.2161	54.503	65.80409	61.5295	310.773	88.4075	55.298
57.5526	127.247	67.4242	54.6736	66.00521	61.6986	311.623	88.654	55.3554
57.7112	127.479	67.5942	54.836	66.17777	61.8278	311.85	88.8339	55.3873
57.854	127.776	67.7523	54.9163	66.34377	61.9401	312.016	89.1534	55.825
57.9495	128.065	67.859	55.0436	66.47033	62.0674	313.094	89.3804	55.8547
58.0665	128.334	68.0709	55.1846	66.54609	62.2099	313.212	89.5602	55.9939
58.2911	128.615	68.1734	55.2798	66.82585	62.2807	314.456	89.7971	56.0315
58.397	128.87	68.2695	55.4214	66.94353	62.4049	315.785	89.9594	56.3311
58.4938	129.191	68.5712	55.5634	67.17249	62.5482	316.135	90.1139	56.5138
58.6427	129.45	68.7134	55.6557	67.28561	62.6705	317.475	90.4633	56.6024
58.7191	129.737	68.8133	55.7951	67.40961	62.7907	317.751	90.6489	56.6479
58.8278	129.997	68.9871	55.9875	67.57857	62.918	318.961	90.8464	56.9779
58.9571	130.236	69.237	56.0771	67.74609	62.9984	319.826	90.9955	57.0373
59.143	130.496	69.3341	56.1736	67.87553	63.1332	321.25	91.2048	57.0957
59.2385	130.815	69.5326	56.3106	67.96785	63.2467	321.977	91.3933	57.1302
59.3938	131.045	69.619	56.423	68.18665	63.3696	323.383	91.7315	57.243
59.473	131.469	69.7416	56.5566	68.32241	63.4742	324.314	91.9663	57.269
59.6169	131.725	69.9155	56.6698	68.49577	63.6112	326.57	92.1832	57.6062
59.737	132.025	70.074	56.7594	68.65977	63.6789	327.625	92.5138	57.6475
59.8629	132.311	70.1767	56.908	68.80433	63.7757	328.363	92.7499	57.68
59.976	132.554	70.2766	57.0103	68.95657	63.8498	329.388	93.026	57.7365
60.1009	132.892	70.4142	57.115	69.09105	63.9808	330.928	93.2794	57.781
60.2169	133.209	70.5076	57.3195	69.27849	64.3158	332.769	93.5644	58.0319
60.3734	133.521	70.6507	57.4038	69.42153	64.3727	333.559	93.7819	58.0907
60.4839	133.811	70.7893	57.5305	69.58905	64.4718	333.65	94.0082	58.1206
60.6101	134.07	70.8684	57.6888	69.77361	64.6222	334.724	94.2975	58.4353
60.8616	134.355	70.9922	57.7664	69.92073	65.0223	336.061	94.4747	58.4574
60.9597	134.626	71.0651	57.9043	70.04737	65.0975	337.565	94.6929	58.5075
61.0783	134.887	71.1989	58.0088	70.23713	65.1786	338.561	95.0215	58.6933
61.1878	135.214	71.3531	58.1306	70.37697	65.3097	339.268	95.1829	58.7788
61.378	135.578	71.452	58.2435	70.52169	65.4011	340.557	95.4267	58.795
61.5068	135.863	71.5446	58.3747	70.66665	65.513	340.972	95.6095	58.9539
61.6022	136.104	71.6381	58.4648	70.79969	65.6042	342.335	95.8346	58.9879
61.7163	136.44	71.7853	58.7156	70.92281	65.7455	342.438	96.0421	59.0638
61.9185	136.791	71.9314	58.8116	71.03497	65.8548	343.276	96.2003	59.1112
62.0272	137.062	72.0609	58.925	71.28905	65.9883	344.67	96.4263	59.2442
62.1563	137.274	72.2326	59.0971	71.40137	66.0716	345.684	96.6621	59.3628
62.265	137.663	72.4118	59.2244	71.53833	66.2049	346.581	96.8963	59.3854
62.3867	137.906	72.482	59.341	71.69257	66.3164	347.242	97.1389	59.4646
62.5414	138.222	72.5733	59.4622	71.84793	66.4234	348.753	97.4135	59.6043
62.7335	138.453	72.6702	59.5895	71.97377	66.5337	349.947	97.6617	59.6254
62.8142	138.91	72.7863	59.6881	72.12281	66.6254	350.135	97.9004	59.7429
62.9311	139.218	72.8747	59.7695	72.31649	66.716	351.922	98.1295	59.7898
63.0266	139.577	73.046	59.9298	72.46241	66.8567	353.133	98.2737	59.8253
63.1429	139.879	73.1252	60.0734	72.66961	66.9659	354.71	98.45	59.8968
63.291	140.12	73.2002	60.2494	72.77433	67.1034	354.802	98.6674	59.9811
63.4004	140.425	73.366	60.3367	72.89425	67.2277	356.098	98.8717	60.248
63.4925	140.702	73.5614	60.4861	73.04385	67.3806	357.603	99.0739	60.6693
63.6346	140.999	73.689	60.6442	73.31753	67.4712	357.908	99.2165	60.7114
63.8504	141.271	73.7862	60.7861	73.48585	67.6027	359.147	99.4537	61.0398
63.9295	141.474	73.9717	60.8638	73.61297	67.733	359.688	99.5562	61.0837
64.1342	141.777	74.1172	61.0121	73.75489	67.8544	359.84	99.8113	61.1546
64.2346	142.074	74.2602	61.1573	73.90049	67.9689	360.923	100.088	61.1922
64.3939	142.299	74.3402	61.2431	74.07801	68.0493	363.576	100.424	61.5321
64.5014	142.574	74.4906	61.3972	74.23137	68.1714	364.723	100.67	61.5744
64.6753	142.795	74.62	61.5073	74.37185	68.2775	366.343	100.892	61.7006
64.7901	143.067	74.701	61.5982	74.51497	68.4014	367.637	101.083	61.7948
64.8626	143.393	74.7952	61.7367	74.73593	68.4962	368.838	101.214	61.9937
64.9942	143.721	74.9072	61.9059	74.86305	68.5746	370.219	101.449	62.0256
65.0994	143.982	75.0114	62.0257	75.00841	68.7154	372.476	101.68	62.1846
65.3277	144.285	75.1456	62.1194	75.22865	68.8173	374.734	101.868	62.2133
65.4385	144.536	75.3066	62.2346	75.36473	68.9672	375.862	102.079	62.2635
65.5339	144.846	75.4334	62.3432	75.56505	69.3438	378.694	102.289	62.402
65.6315	145.118	75.5568	62.4714	75.67865	69.4407	380.26	102.474	62.44
65.7536	145.355	75.6655	62.8031	75.81385	69.497	382.219	102.737	62.581
65.9068	145.566	75.7557	63.0409	75.94265	69.6043	383.601	103.086	62.6517
65.9931	145.894	75.8971	63.28	76.13657	69.7224	385.475	103.317	62.6854
66.1507	146.137	75.9866	63.3902	76.25033	69.801	386.44	103.524	62.9538
66.2167	146.387	76.1687	63.6112	76.36193	70.0196	388.092	103.763	63.4862
66.3244	146.686	76.2991	63.7269	76.53721	70.0874	390.935	103.993	63.5274
66.4536	147.029	76.4394	63.8576	76.69041	70.1959	393.38	104.207	63.6772
66.5943	147.255	76.6658	63.9445	76.83865	70.2984	394.976	104.426	63.6994
66.6846	147.559	76.8255	64.0948	77.00633	70.4433	396.909	104.666	64.0066
66.8252	147.825	76.9116	64.2185	77.17249	70.6247	400.145	104.846	64.1782
66.934	148.12	77.191	64.3993	77.26593	70.6979	401.323	105.097	64.2193
67.0303	148.475	77.2809	64.6364	77.40625	70.8627	403.892	105.353	64.2503
67.2149	148.782	77.4402	64.7544	77.53561	70.9796	404.294	105.622	64.5102
67.295	149.031	77.5334	64.8922	77.72265	71.0739	404.448	105.881	64.549
67.4994	149.32	77.7584	65.0177	77.85657	71.2315	405.33	106.059	64.6298
67.6841	149.605	77.8512	65.1266	77.97065	71.3234	405.887	106.275	64.6691
67.787	149.872	78.1167	65.2679	78.10329	71.4302	407.258	106.437	64.7133
67.9326	150.195	78.3832	65.3724	78.28921	71.5807	407.772	106.623	64.777
68.0368	150.489	78.5566	65.5362	78.40593	71.6974	408.467	106.791	64.9075
68.1647	150.697	78.6882	65.6694	78.54441	71.7814	408.564	106.96	64.959
68.3374	151.007	78.9213	65.773	78.74945	71.8831	408.601	107.116	64.9844
68.412	151.313	79.0479	65.9129	78.86905	71.9934	408.936	107.323	65.173
68.551	151.551	79.2784	66.0623	78.98921	72.0942	409.332	107.512	65.1923
68.6251	151.849	79.4965	66.2282	79.16233	72.3396	410.318	107.755	65.2682
68.7438	152.077	79.6019	66.3449	79.31873	72.4775	410.481	108.068	65.5536
68.9627	152.314	79.9373	66.4496	79.56905	72.5684	411.009	108.365	65.5767
69.0799	152.64	80.3157	66.6145	79.72729	72.7018	411.105	108.585	65.6168
69.2111	152.941	80.4138	66.7331	79.88761	72.8023	411.171	108.775	65.689
69.295	153.257	80.6039	66.8371	80.03345	72.9149	411.677	109.055	65.7267
69.4006	153.538	80.7736	66.9802	80.16265	73.0329	412.314	109.284	65.8952
69.5521	153.851	80.8499	67.2127	80.36593	73.1154	412.781	109.426	65.9587
69.6711	154.181	80.9572	67.2984	80.50481	73.2155	412.894	109.668	66.0124
69.7783	154.423	81.2341	67.4051	80.66201	73.3718	412.971	109.84	66.0809
69.8986	154.773	81.3881	67.5416	80.83377	73.4593	413.837	110.059	66.1134
70.0025	155.135	81.5166	67.689	80.98185	73.8066	413.951	110.258	66.2354
70.1282	155.354	81.6056	67.8833	81.14113	73.8728	414.002	110.464	66.2823
70.2282	155.683	81.6967	67.9677	81.30201	73.9418	414.038	110.611	66.5393
70.4766	155.94	82.0609	68.0817	81.42329	74.2905	414.072	110.802	66.6291
70.591	156.263	82.2366	68.2134	81.56569	74.3414	417	110.951	67.2125
70.7252	156.529	82.4291	68.3814	81.69321	74.423	417.278	111.155	67.2793
70.8799	156.903	82.4981	68.5339	81.87801	74.5232	417.351	111.358	67.3217
71.0292	157.111	82.8163	68.6171	82.11513	74.7455	418.366	111.648	67.3858
71.1246	157.426	82.9266	68.7232	82.23073	74.8511	418.449	111.964	67.4245
71.2504	157.681	83.1199	68.8923	82.36529	75.002	418.643	112.198	67.4883
71.4514	158.022	83.2793	69.0158	82.54321	75.0868	420.629	112.454	67.726
71.5354	158.275	83.399	69.172	82.69249	75.2313	421.447	112.641	67.7657
71.6495	158.641	83.4915	69.2993	82.83129	75.3359	422.005	112.85	67.8407
71.7859	158.85	83.8014	69.3911	83.05953	75.4622	422.108	113.075	67.8903
71.9222	159.15	83.9005	69.5194	83.20505	75.5227	422.197	113.31	68.0016
72.023	159.37	84.0311	69.6191	83.38225	75.693	422.303	113.509	68.022
72.1542	159.675	84.2351	69.7312	83.51633	75.7538	422.379	113.726	68.1263
72.3209	160.04	84.415	69.8979	83.63361	75.882	423.38	113.918	68.4462
72.4461	160.301	84.5367	70.0588	83.85305	75.9859	423.85	114.142	68.4832
72.5443	160.562	84.7055	70.1395	83.96241	76.1052	423.912	114.41	68.5123
72.7204	160.832	84.8959	70.3252	84.18089	76.2573	426.112	114.617	68.5633
72.8136	161.124	85.0097	70.42	84.29537	76.3414	426.443	114.904	68.6814
72.9629	161.393	85.1216	70.6291	84.49489	76.4795	427.143	115.136	68.7256
73.1682	161.654	85.2139	70.7589	84.61913	76.6174	427.198	115.365	68.752
73.3252	161.962	85.309	70.9176	84.77713	76.7447	427.233	115.615	68.9848
73.4318	162.18	85.4655	71.1326	84.98777	76.8049	427.263	115.895	69.0124
73.574	162.481	85.5691	71.2425	85.16161	76.9286	429.57	116.1	69.1598
73.6776	162.797	85.8492	71.3863	85.36081	77.0828	430.214	116.363	69.1971
73.7943	163.079	86.0134	71.564	85.51025	77.2012	430.874	116.573	69.2725
73.9103	163.373	86.1171	71.6683	85.65665	77.2903	431.372	116.841	69.3536
74.0794	163.695	86.328	71.8338	85.77657	77.4114	431.734	117.118	69.4475
74.217	163.937	86.4104	72.0324	85.93289	77.5404	431.819	117.308	69.5165
74.339	164.359	86.4782	72.147	86.06049	77.6363	431.855	117.544	69.5471
74.437	164.632	86.5849	72.2835	86.25601	77.8338	432.91	117.737	69.8315
74.6195	164.908	86.7431	72.4567	86.44345	77.9366	432.972	117.837	69.8961
74.7775	165.182	86.8474	72.5742	86.57041	78.0523	433.019	118.062	69.9687
74.8667	165.431	86.9524	72.7103	86.72929	78.173	433.12	118.265	70.0393
74.9911	165.662	87.0788	72.8241	86.85009	78.2634	434.491	118.456	70.4368
75.1108	165.949	87.3326	72.9542	87.06921	78.3846	434.885	118.672	70.5608
75.2769	166.329	87.4687	73.0602	87.20226	78.5706	435.163	118.848	70.6382
75.4045	166.638	87.5889	73.261	87.40265	78.6496	435.836	119.062	71.0027
75.572	166.906	87.6775	73.3458	87.51521	78.795	436.456	119.37	71.0634
75.6755	167.194	87.7483	73.5765	87.67481	78.9267	436.876	119.69	71.1266
75.8577	167.446	87.9413	73.7396	87.8653	79.0383	436.942	119.904	71.2538
75.9689	167.768	88.0633	73.8649	88.00018	79.1152	436.974	120.143	71.2787
76.0944	168.049	88.1609	73.9921	88.12233	79.2875	437.011	120.289	71.3774
76.1653	168.278	88.3843	74.1701	88.28857	79.3724	437.059	120.453	71.437
76.3064	168.61	88.576	74.3381	88.38777	79.4931	438.027	120.658	71.9284
76.4296	168.917	88.7224	74.4255	88.61665	79.8091	438.087	120.832	71.9464
76.5379	169.128	88.8253	74.6442	88.75057	79.8846	438.182	120.96	72.0216
76.7207	169.473	88.9295	74.8139	88.8429	80.0739	439.616	121.173	72.0893
76.8974	169.725	89.0368	74.9574	89.04505	80.1379	440.239	121.323	72.1447
77.0309	169.999	89.1022	75.0599	89.25161	80.2176	440.687	121.472	72.1775
77.1302	170.264	89.285	75.1686	89.35321	80.3753	440.788	121.607	72.4782
77.2434	170.537	89.3743	75.3858	89.61841	80.4871	441.043	122.013	72.5558
77.3728	170.799	89.7587	75.5776	89.73225	80.621	441.178	122.335	73.0046
77.557	171.127	89.8275	75.6994	89.90697	80.7614	441.271	122.641	73.217
77.7317	171.386	89.9314	75.8175	90.11465	80.8533	441.294	122.824	73.3106
77.8147	171.623	90.1019	75.9734	90.21041	81.0154	441.318	123.057	73.4687
78.0058	171.897	90.2055	76.1867	90.41681	81.155	441.356	123.332	73.5108
78.0903	172.205	90.4729	76.3117	90.51889	81.2627	442.325	123.5	73.5678
78.1903	172.459	90.6459	76.4494	90.71066	81.4099	443.267	123.77	73.6022
78.3831	172.782	90.74	76.6335	90.82385	81.5018	443.346	123.951	73.6973
78.5132	173.107	90.8568	76.7523	90.94745	81.6337	443.488	124.23	73.7893
78.6041	173.397	91.0134	76.8583	91.10585	81.7939	444.719	124.547	73.8918
78.7027	173.704	91.1551	76.9712	91.24929	81.8642	444.976	124.756	73.9349
78.8562	173.97	91.485	77.1672	91.38617	81.967	445.072	124.854	74.0182
78.9512	174.233	91.6184	77.3402	91.49426	82.1421	445.13	125.133	74.0939
79.0635	174.604	91.7114	77.4458	91.66393	82.2293	445.92	125.448	74.1248
79.235	174.827	91.7985	77.7021	91.82745	82.3455	446.127	125.647	74.2966
79.3657	175.126	92.1283	77.9033	91.96297	82.4788	446.162	125.866	74.3366
79.467	175.412	92.2553	78.0485	92.08665	82.5868	446.192	126.016	74.4211
79.6138	175.688	92.3843	78.1854	92.23721	82.7026	446.203	126.274	74.5376
79.7139	175.994	92.6031	78.3539	92.40377	82.828	446.216	126.439	74.5678
79.881	176.234	92.7106	78.4915	92.55081	82.9767	447.423	126.621	74.6251
79.9857	176.496	92.8359	78.6137	92.75537	83.0635	447.68	126.819	74.6848
80.1631	176.741	92.9357	78.7099	92.86713	83.1862	448.548	127.078	75.0748
80.2559	176.996	93.132	78.955	93.08529	83.2977	449.181	127.298	75.1032
80.3825	177.442	93.2931	79.0509	93.22993	83.4429	449.309	127.49	75.1281
80.4772	177.68	93.5867	79.1782	93.37537	83.5686	449.377	127.667	75.2036
80.6343	177.916	93.7263	79.3298	93.55857	83.6395	449.442	127.91	75.2606
80.7324	178.265	93.8503	79.4671	93.71633	83.7859	449.539	128.196	75.3261
80.8845	178.653	94.0535	79.6182	93.82305	83.8564	450.258	128.462	75.5222
81.1378	178.933	94.1475	79.7596	94.03433	83.9982	450.297	128.726	75.5587
81.3007	179.24	94.2486	79.8879	94.15929	84.0867	450.391	128.903	75.5981
81.4173	179.478	94.5984	79.9988	94.28945	84.3012	450.421	129.11	75.6442
81.6139	179.757	94.7737	80.0919	94.39289	84.4191	450.537	129.261	76.0101
81.7402	180.307	94.9796	80.2431	94.54873	84.4996	450.627	129.539	76.0566
81.8309	180.575	95.123	80.388	94.74506	84.624	450.711	129.776	76.0796
81.987	180.862	95.3455	80.5087	94.82385	84.7979	451.903	129.991	76.1448
